against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,defense,experience_growth,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,weight_kg,generation,is_legendary
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130.0,5120.0,70.0,475.0,115.0,1000000.0,1.3,55.0,50.0,99.0,50.0,50.0,75.0,60.0,1.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30.0,5120.0,70.0,330.0,50.0,1000000.0,0.5,40.0,50.0,100.0,55.0,55.0,100.0,10.4,1.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50.0,5120.0,70.0,490.0,70.0,1000000.0,1.2,60.0,50.0,101.0,80.0,80.0,150.0,66.6,1.0,0.0
4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40.0,5120.0,70.0,325.0,80.0,1250000.0,0.4,60.0,50.0,102.0,60.0,45.0,40.0,2.5,1.0,0.0
4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,105.0,5120.0,70.0,530.0,85.0,1250000.0,0.6,95.0,50.0,103.0,125.0,75.0,45.0,15.0,1.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50.0,5120.0,70.0,320.0,95.0,1000000.0,0.4,50.0,50.0,104.0,40.0,50.0,35.0,6.5,1.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,80.0,5120.0,70.0,425.0,110.0,1000000.0,0.6,60.0,50.0,105.0,50.0,80.0,45.0,15.0,1.0,0.0
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120.0,6400.0,70.0,455.0,53.0,1000000.0,1.5,50.0,100.0,106.0,35.0,110.0,87.0,49.8,1.0,0.0
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105.0,6400.0,70.0,455.0,79.0,1000000.0,1.4,50.0,100.0,107.0,35.0,110.0,76.0,50.2,1.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,5120.0,70.0,385.0,75.0,1000000.0,1.2,90.0,50.0,108.0,60.0,75.0,30.0,65.5,1.0,0.0
0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65.0,5120.0,70.0,340.0,95.0,1000000.0,0.6,40.0,50.0,109.0,60.0,45.0,35.0,1.0,1.0,0.0
0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90.0,5120.0,70.0,490.0,120.0,1000000.0,1.2,65.0,50.0,110.0,85.0,70.0,60.0,9.5,1.0,0.0
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85.0,5120.0,70.0,345.0,95.0,1250000.0,1.0,80.0,50.0,111.0,30.0,30.0,25.0,115.0,1.0,0.0
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130.0,5120.0,70.0,485.0,120.0,1250000.0,1.9,105.0,50.0,112.0,45.0,45.0,40.0,120.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10240.0,140.0,450.0,5.0,800000.0,1.1,250.0,0.0,113.0,35.0,105.0,50.0,34.6,1.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55.0,5120.0,70.0,435.0,115.0,1000000.0,1.0,65.0,50.0,114.0,100.0,40.0,60.0,35.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.0,5120.0,70.0,590.0,100.0,1000000.0,2.2,105.0,0.0,115.0,60.0,100.0,100.0,80.0,1.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40.0,5120.0,70.0,295.0,70.0,1000000.0,0.4,30.0,50.0,116.0,70.0,25.0,60.0,8.0,1.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,440.0,95.0,1000000.0,1.2,55.0,50.0,117.0,95.0,45.0,85.0,25.0,1.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67.0,5120.0,70.0,320.0,60.0,1000000.0,0.6,45.0,50.0,118.0,35.0,50.0,63.0,15.0,1.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92.0,5120.0,70.0,450.0,65.0,1000000.0,1.3,80.0,50.0,119.0,65.0,80.0,68.0,39.0,1.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45.0,5120.0,70.0,340.0,55.0,1250000.0,0.8,30.0,50.0,120.0,70.0,55.0,85.0,34.5,1.0,0.0
2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75.0,5120.0,70.0,520.0,85.0,1250000.0,1.1,60.0,50.0,121.0,100.0,85.0,115.0,80.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45.0,6400.0,70.0,460.0,65.0,1000000.0,1.3,40.0,50.0,122.0,100.0,120.0,90.0,54.5,1.0,0.0
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110.0,6400.0,70.0,500.0,80.0,1000000.0,1.5,70.0,50.0,123.0,55.0,80.0,105.0,56.0,1.0,0.0
2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50.0,6400.0,70.0,455.0,35.0,1000000.0,1.4,65.0,0.0,124.0,115.0,95.0,95.0,40.6,1.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83.0,6400.0,70.0,490.0,57.0,1000000.0,1.1,65.0,75.4,125.0,95.0,85.0,105.0,30.0,1.0,0.0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95.0,6400.0,70.0,495.0,57.0,1000000.0,1.3,65.0,75.4,126.0,100.0,85.0,93.0,44.5,1.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155.0,6400.0,70.0,600.0,120.0,1250000.0,1.5,65.0,50.0,127.0,65.0,90.0,105.0,55.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,5120.0,70.0,490.0,95.0,1250000.0,1.4,75.0,100.0,128.0,40.0,70.0,110.0,88.4,1.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10.0,1280.0,70.0,200.0,55.0,1250000.0,0.9,20.0,50.0,129.0,15.0,20.0,80.0,10.0,1.0,0.0
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155.0,1280.0,70.0,640.0,109.0,1250000.0,6.5,95.0,50.0,130.0,70.0,130.0,81.0,235.0,1.0,0.0
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85.0,10240.0,70.0,535.0,80.0,1250000.0,2.5,130.0,50.0,131.0,85.0,95.0,60.0,220.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.0,5120.0,70.0,288.0,48.0,1000000.0,0.3,48.0,50.0,132.0,48.0,48.0,48.0,4.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,8960.0,70.0,325.0,50.0,1000000.0,0.3,55.0,88.1,133.0,45.0,65.0,55.0,6.5,1.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,8960.0,70.0,525.0,60.0,1000000.0,1.0,130.0,88.1,134.0,110.0,95.0,65.0,29.0,1.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65.0,8960.0,70.0,525.0,60.0,1000000.0,0.8,65.0,88.1,135.0,110.0,95.0,130.0,24.5,1.0,0.0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,130.0,8960.0,70.0,525.0,60.0,1000000.0,0.9,65.0,88.1,136.0,95.0,110.0,65.0,25.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,5120.0,70.0,395.0,70.0,1000000.0,0.8,65.0,50.0,137.0,85.0,75.0,40.0,36.5,1.0,0.0
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,40.0,7680.0,70.0,355.0,100.0,1000000.0,0.4,35.0,88.1,138.0,90.0,55.0,35.0,7.5,1.0,0.0
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,60.0,7680.0,70.0,495.0,125.0,1000000.0,1.0,70.0,88.1,139.0,115.0,70.0,55.0,35.0,1.0,0.0
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,80.0,7680.0,70.0,355.0,90.0,1000000.0,0.5,30.0,88.1,140.0,55.0,45.0,55.0,11.5,1.0,0.0
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,115.0,7680.0,70.0,495.0,105.0,1000000.0,1.3,60.0,88.1,141.0,65.0,70.0,80.0,40.5,1.0,0.0
0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,135.0,8960.0,70.0,615.0,85.0,1250000.0,1.8,80.0,88.1,142.0,70.0,95.0,150.0,59.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,10240.0,70.0,540.0,65.0,1250000.0,2.1,160.0,88.1,143.0,65.0,110.0,30.0,460.0,1.0,0.0
0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,85.0,20480.0,35.0,580.0,100.0,1250000.0,1.7,90.0,50.0,144.0,95.0,125.0,85.0,55.4,1.0,1.0
0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,90.0,20480.0,35.0,580.0,85.0,1250000.0,1.6,90.0,50.0,145.0,125.0,90.0,100.0,52.6,1.0,1.0
0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,100.0,20480.0,35.0,580.0,90.0,1250000.0,2.0,90.0,50.0,146.0,125.0,85.0,90.0,60.0,1.0,1.0
1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,64.0,10240.0,35.0,300.0,45.0,1250000.0,1.8,41.0,50.0,147.0,50.0,50.0,50.0,3.3,1.0,0.0
1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,84.0,10240.0,35.0,420.0,65.0,1250000.0,4.0,61.0,50.0,148.0,70.0,70.0,70.0,16.5,1.0,0.0
0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,134.0,10240.0,35.0,600.0,95.0,1250000.0,2.2,91.0,50.0,149.0,100.0,100.0,80.0,210.0,1.0,0.0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,150.0,30720.0,0.0,780.0,70.0,1250000.0,2.0,106.0,50.0,150.0,194.0,120.0,140.0,122.0,1.0,1.0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,100.0,30720.0,100.0,600.0,100.0,1059860.0,0.4,100.0,50.0,151.0,100.0,100.0,100.0,4.0,1.0,1.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,49.0,5120.0,70.0,318.0,65.0,1059860.0,0.9,45.0,88.1,152.0,49.0,65.0,45.0,6.4,2.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,62.0,5120.0,70.0,405.0,80.0,1059860.0,1.2,60.0,88.1,153.0,63.0,80.0,60.0,15.8,2.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,82.0,5120.0,70.0,525.0,100.0,1059860.0,1.8,80.0,88.1,154.0,83.0,100.0,80.0,100.5,2.0,0.0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,52.0,5120.0,70.0,309.0,43.0,1059860.0,0.5,39.0,88.1,155.0,60.0,50.0,65.0,7.9,2.0,0.0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,64.0,5120.0,70.0,405.0,58.0,1059860.0,0.9,58.0,88.1,156.0,80.0,65.0,80.0,19.0,2.0,0.0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,84.0,5120.0,70.0,534.0,78.0,1059860.0,1.7,78.0,88.1,157.0,109.0,85.0,100.0,79.5,2.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,314.0,64.0,1059860.0,0.6,50.0,88.1,158.0,44.0,48.0,43.0,9.5,2.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80.0,5120.0,70.0,405.0,80.0,1059860.0,1.1,65.0,88.1,159.0,59.0,63.0,58.0,25.0,2.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105.0,5120.0,70.0,530.0,100.0,1059860.0,2.3,85.0,88.1,160.0,79.0,83.0,78.0,88.8,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,3840.0,70.0,215.0,34.0,1000000.0,0.8,35.0,50.0,161.0,35.0,45.0,20.0,6.0,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.0,3840.0,70.0,415.0,64.0,1000000.0,1.8,85.0,50.0,162.0,45.0,55.0,90.0,32.5,2.0,0.0
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,30.0,3840.0,70.0,262.0,30.0,1000000.0,0.7,60.0,50.0,163.0,36.0,56.0,50.0,21.2,2.0,0.0
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50.0,3840.0,70.0,452.0,50.0,1000000.0,1.6,100.0,50.0,164.0,86.0,96.0,70.0,40.8,2.0,0.0
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,20.0,3840.0,70.0,265.0,30.0,800000.0,1.0,40.0,50.0,165.0,40.0,80.0,55.0,10.8,2.0,0.0
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,35.0,3840.0,70.0,390.0,50.0,800000.0,1.4,55.0,50.0,166.0,55.0,110.0,85.0,35.6,2.0,0.0
0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,60.0,3840.0,70.0,250.0,40.0,800000.0,0.5,40.0,50.0,167.0,40.0,40.0,30.0,8.5,2.0,0.0
0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,90.0,3840.0,70.0,400.0,70.0,800000.0,1.1,70.0,50.0,168.0,60.0,70.0,40.0,33.5,2.0,0.0
0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,90.0,3840.0,70.0,535.0,80.0,1000000.0,1.8,85.0,50.0,169.0,70.0,80.0,130.0,75.0,2.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,38.0,5120.0,70.0,330.0,38.0,1250000.0,0.5,75.0,50.0,170.0,56.0,56.0,67.0,12.0,2.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,58.0,5120.0,70.0,460.0,58.0,1250000.0,1.2,125.0,50.0,171.0,76.0,76.0,67.0,22.5,2.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40.0,2560.0,70.0,205.0,15.0,1000000.0,0.3,20.0,50.0,172.0,35.0,35.0,60.0,2.0,2.0,0.0
0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,25.0,2560.0,140.0,218.0,28.0,800000.0,0.3,50.0,24.6,173.0,45.0,55.0,15.0,3.0,2.0,0.0
0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,30.0,2560.0,70.0,210.0,15.0,800000.0,0.3,90.0,24.6,174.0,40.0,20.0,15.0,1.0,2.0,0.0
0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20.0,2560.0,70.0,245.0,65.0,800000.0,0.3,35.0,88.1,175.0,40.0,65.0,20.0,1.5,2.0,0.0
0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,40.0,2560.0,70.0,405.0,85.0,800000.0,0.6,55.0,88.1,176.0,80.0,105.0,40.0,3.2,2.0,0.0
1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,50.0,5120.0,70.0,320.0,45.0,1000000.0,0.2,40.0,50.0,177.0,70.0,45.0,70.0,2.0,2.0,0.0
1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,75.0,5120.0,70.0,470.0,70.0,1000000.0,1.5,65.0,50.0,178.0,95.0,70.0,95.0,15.0,2.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40.0,5120.0,70.0,280.0,40.0,1059860.0,0.6,55.0,50.0,179.0,65.0,45.0,35.0,7.8,2.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55.0,5120.0,70.0,365.0,55.0,1059860.0,0.8,70.0,50.0,180.0,80.0,60.0,45.0,13.3,2.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,95.0,5120.0,70.0,610.0,105.0,1059860.0,1.4,90.0,50.0,181.0,165.0,110.0,45.0,61.5,2.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,80.0,5120.0,70.0,490.0,95.0,1059860.0,0.4,75.0,50.0,182.0,90.0,100.0,50.0,5.8,2.0,0.0
0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,20.0,2560.0,70.0,250.0,50.0,800000.0,0.4,70.0,50.0,183.0,20.0,50.0,40.0,8.5,2.0,0.0
0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,50.0,2560.0,70.0,420.0,80.0,800000.0,0.8,100.0,50.0,184.0,60.0,80.0,50.0,28.5,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100.0,5120.0,70.0,410.0,115.0,1000000.0,1.2,70.0,50.0,185.0,30.0,65.0,30.0,38.0,2.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75.0,5120.0,70.0,500.0,75.0,1059860.0,1.1,90.0,50.0,186.0,90.0,100.0,70.0,33.9,2.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,35.0,5120.0,70.0,250.0,40.0,1059860.0,0.4,35.0,50.0,187.0,35.0,55.0,50.0,0.5,2.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,45.0,5120.0,70.0,340.0,50.0,1059860.0,0.6,55.0,50.0,188.0,45.0,65.0,80.0,1.0,2.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55.0,5120.0,70.0,460.0,70.0,1059860.0,0.8,75.0,50.0,189.0,55.0,95.0,110.0,3.0,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,5120.0,70.0,360.0,55.0,800000.0,0.8,55.0,50.0,190.0,40.0,55.0,85.0,11.5,2.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30.0,5120.0,70.0,180.0,30.0,1059860.0,0.3,30.0,50.0,191.0,30.0,30.0,30.0,1.8,2.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75.0,5120.0,70.0,425.0,55.0,1059860.0,0.8,75.0,50.0,192.0,105.0,85.0,30.0,8.5,2.0,0.0
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65.0,5120.0,70.0,390.0,45.0,1000000.0,1.2,65.0,50.0,193.0,75.0,45.0,95.0,38.0,2.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45.0,5120.0,70.0,210.0,45.0,1000000.0,0.4,55.0,50.0,194.0,25.0,25.0,15.0,8.5,2.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85.0,5120.0,70.0,430.0,85.0,1000000.0,1.4,95.0,50.0,195.0,65.0,65.0,35.0,75.0,2.0,0.0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65.0,8960.0,70.0,525.0,60.0,1000000.0,0.9,65.0,88.1,196.0,130.0,95.0,110.0,26.5,2.0,0.0
2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65.0,8960.0,35.0,525.0,110.0,1000000.0,1.0,95.0,88.1,197.0,60.0,130.0,65.0,27.0,2.0,0.0
